time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
168.264865,-0.7320,-1.1071,-0.9442,1.629
168.269643,-0.4638,-1.0968,-0.9743,1.539
168.275227,-0.1503,-1.2087,-0.8233,1.470
168.279849,0.0177,-1.1366,-0.6657,1.317
168.284515,0.0024,-1.0612,-0.6104,1.224
168.289566,-0.0463,-1.1311,-0.5186,1.245
168.296021,-0.1325,-1.0745,-0.5062,1.195
168.300155,-0.0720,-0.9059,-0.4318,1.006
168.304772,-0.0328,-0.8812,-0.3341,0.943
168.323932,-0.0650,-0.8782,-0.2847,0.926
168.324458,-0.0538,-0.9521,-0.1766,0.970
168.324749,-0.1546,-0.9926,-0.0975,1.009
168.324995,-0.2954,-0.8373,-0.0283,0.888
168.329875,-0.5982,-0.6201,-0.0072,0.862
168.334956,-0.8434,-0.4078,0.0430,0.938
168.340232,-0.9141,-0.2814,-0.1692,0.971
168.345058,-1.1262,-0.2145,-0.4667,1.238
168.350034,-1.3574,0.0893,-0.3815,1.413
168.355072,-1.5169,0.5463,0.2060,1.625
168.360956,-1.6054,0.9963,0.6596,2.001
168.365318,-1.4467,1.1219,0.7332,1.972
168.370656,-1.1204,0.9882,0.5274,1.584
168.375754,-0.6454,1.0353,0.3792,1.278
168.380619,-0.1165,1.3629,0.5011,1.457
168.385326,0.3997,1.8648,0.7657,2.055
168.390488,0.5733,2.3755,1.1370,2.695
168.396167,0.4505,2.7179,1.3139,3.052
168.400481,0.2377,2.9830,1.1365,3.201
168.426056,-0.1364,3.3856,1.2241,3.603
168.426515,-0.5978,3.8063,1.3468,4.082
168.426702,-1.0222,4.3696,1.4491,4.716
168.426936,-1.5513,4.9057,1.3352,5.316
168.427157,-2.0491,5.0994,1.6030,5.725
168.431142,-2.5039,5.2070,1.6993,6.022
168.435834,-2.8782,5.3824,1.7528,6.350
168.441013,-3.0962,5.6399,2.0858,6.764
168.445916,-3.2153,6.0395,2.3128,7.222
168.451194,-3.3023,6.7099,2.4801,7.879
168.456356,-3.7248,7.4803,2.7601,8.800
168.461439,-4.5161,8.2072,3.2252,9.907
168.466243,-5.2389,8.4061,3.3145,10.445
168.473563,-5.8851,8.4599,4.3422,11.183
168.475774,-6.4019,9.6702,4.9353,12.604
168.481480,-7.2358,12.8048,4.0109,15.245
168.485752,-10.0593,18.5469,1.0399,21.125
168.491458,-16.0541,26.2822,-0.7687,30.807
168.496308,-24.0372,33.5033,2.7860,41.328
168.500852,-31.3378,33.9006,3.0859,46.269
168.526175,-34.9614,24.6650,4.9003,43.066
168.526814,-36.1117,17.2497,2.9803,40.131
168.527128,-36.5416,18.1909,-0.8383,40.828
168.527563,-32.6375,18.4729,1.0566,37.518
168.527976,-28.1421,16.5839,0.2483,32.666
168.531622,-23.2647,15.8487,-1.8961,28.214
168.536818,-16.9179,14.3224,-2.4038,22.296
168.541189,-7.6236,13.4476,-2.1652,15.609
168.546335,-1.9187,8.9456,-1.6076,9.289
168.552540,-0.8802,7.5831,-0.4867,7.649
168.556475,-1.0261,7.1116,0.5840,7.209
168.582394,-4.1430,4.2876,2.4523,6.447
168.582858,-11.7334,-0.6253,5.2058,12.852
168.583102,-17.0386,-0.8187,5.4255,17.900
168.583321,-14.1266,5.3707,1.0088,15.147
168.583539,-3.9210,7.4245,-4.5698,9.559
168.586312,1.6251,1.4858,-1.3433,2.579
168.592036,3.6280,-1.6347,1.3052,4.188
168.597039,4.3017,-1.1349,3.2555,5.513
168.601627,5.6539,-1.0828,5.3852,7.883
168.607142,6.3992,-1.1231,5.8154,8.720
168.612202,5.8095,-0.9120,3.9505,7.084
168.642979,4.0749,-0.8737,0.9364,4.271
168.643442,2.0476,-1.1743,-2.0193,3.106
168.644460,-0.4239,-0.8178,-3.6892,3.802
168.644696,-3.5131,0.0747,-4.5265,5.730
168.644944,-6.5661,0.0018,-3.9842,7.680
168.645167,-8.8318,-0.5761,-2.3485,9.157
168.647538,-9.3657,-0.9576,-0.6019,9.434
168.651751,-8.6774,-1.1377,1.3124,8.850
168.657500,-7.5557,-1.5565,2.8494,8.224
168.662068,-6.4655,-2.1422,3.4424,7.632
168.667705,-5.3659,-2.6819,3.6404,7.017
168.672205,-4.5315,-3.0504,3.5133,6.495
168.677815,-3.8488,-3.2137,3.0885,5.889
168.683523,-3.4960,-3.2431,2.5090,5.388
168.688719,-3.4122,-3.0700,1.8062,4.933
168.692960,-3.6348,-2.8619,1.1828,4.775
168.697822,-3.8498,-2.7734,0.9059,4.830
168.702897,-3.9903,-2.8295,0.9215,4.978
168.709328,-4.1105,-3.0159,1.0584,5.207
168.712590,-4.2089,-3.1693,1.0665,5.376
168.746742,-4.3061,-3.4459,0.9305,5.593
168.747382,-4.3178,-3.6516,0.5592,5.682
168.748281,-4.3965,-3.8678,-0.2440,5.861
168.748669,-4.4462,-4.0624,-0.9967,6.105
168.748956,-4.4803,-4.1544,-1.4633,6.283
168.749215,-4.5492,-4.0776,-1.5009,6.291
168.749432,-4.6187,-3.6931,-1.2418,6.043
168.753047,-4.6869,-3.1861,-0.6628,5.706
168.758093,-4.6034,-2.8303,0.4005,5.419
168.763227,-4.6847,-2.7317,0.7935,5.481
168.768148,-4.7146,-2.7797,1.3193,5.630
168.773176,-4.7678,-1.9230,0.7789,5.200
168.778766,-5.5486,-1.5009,-0.8661,5.813
168.783398,-5.7707,-1.3289,-0.3788,5.934
168.788941,-5.4742,-0.5899,0.2257,5.510
168.797304,-5.0550,-0.1406,0.2186,5.062
168.798825,-4.5605,0.0648,-0.1088,4.562
168.803704,-4.1181,0.4355,-0.5834,4.182
168.808770,-3.7273,0.9200,-1.2000,4.022
168.813609,-3.3766,1.3723,-1.8777,4.100
168.820147,-2.9853,1.8120,-2.4568,4.270
168.823520,-2.5710,2.3732,-2.6990,4.419
168.859525,-2.2329,2.9940,-2.8698,4.710
168.860318,-1.8623,3.7132,-3.0680,5.164
168.860709,-1.4174,4.5848,-3.1877,5.761
168.861036,-0.9542,5.5845,-3.2598,6.536
168.861353,-0.4976,6.6189,-3.2971,7.411
168.861660,-0.0722,7.6996,-3.4537,8.439
168.861927,0.3532,8.7676,-3.8885,9.598
168.863385,0.9105,9.8101,-4.1073,10.674
168.868663,1.6534,10.6604,-4.2846,11.608
168.873241,2.5542,11.1361,-5.1310,12.525
168.878805,3.8078,10.9620,-6.2295,13.171
168.883729,5.1879,10.4351,-7.4421,13.827
168.888574,6.5762,9.9801,-7.7516,14.246
168.894474,7.9671,9.7945,-7.1915,14.530
168.898853,9.5076,9.6985,-5.3133,14.584
168.904062,11.1454,9.3009,-3.1773,14.860
168.909337,12.6804,8.4241,-2.8782,15.493
168.914493,14.0161,6.9605,-2.5386,15.854
168.941437,15.5936,5.2119,-1.9012,16.551
168.941911,16.8542,3.4988,-1.1545,17.252
168.942176,18.2592,2.1034,-1.3430,18.429
168.942425,21.1140,0.4464,-1.0515,21.145
168.942763,24.3404,-1.8164,-2.4404,24.530
168.971718,26.7550,-4.7938,-5.2721,27.688
168.972342,28.1308,-8.1713,-5.9671,29.895
168.972940,28.8626,-11.3185,-5.9032,31.560
168.973589,28.5336,-14.7071,-11.9651,34.258
168.974042,28.1712,-17.0593,-13.5110,35.597
168.974383,27.1910,-18.4079,-12.4249,35.108
168.974683,25.1921,-17.8216,-10.4220,32.571
168.999574,22.4256,-14.7262,-7.8956,27.966
169.000168,19.8919,-11.5504,-6.0016,23.772
169.000467,21.2913,-11.0017,-4.4582,24.377
169.000816,24.0421,-9.9611,-4.2217,26.364
169.001180,23.6854,-6.9024,-3.1626,24.873
169.029078,15.9080,1.0131,10.1187,18.881
169.029484,12.0428,14.1504,-8.9517,20.625
169.029838,12.8393,12.0296,-16.3603,24.025
169.030266,9.1728,8.9381,8.6005,15.427
169.030856,-8.4490,21.8361,18.5752,29.887
169.031216,-35.4382,53.9093,9.6997,65.239
169.058209,-36.4942,33.7235,5.2409,49.966
169.058805,-19.0547,-18.8057,14.2385,30.323
169.059296,-23.3672,-10.4761,29.3015,38.915
169.059681,-28.4683,3.2989,33.3906,44.003
169.060212,-22.3668,0.8576,24.6973,33.331
169.060589,-8.1662,-2.7833,18.9893,20.857
169.064794,5.0431,0.1836,2.8767,5.809
169.070097,12.0111,1.2356,-18.4470,22.047
169.075706,19.1852,-5.5359,-8.0826,21.542
169.080362,23.6364,-7.7864,6.9776,25.846
169.100481,32.7253,-10.1558,1.5974,34.302
169.100972,42.8170,-10.3341,-26.5950,51.453
169.101369,49.4045,-7.1659,-32.6023,59.624
169.101804,48.6259,-4.2450,-9.7528,49.776
169.105061,35.3684,-0.1358,-6.0651,35.885
169.110391,16.5468,0.8168,-10.7681,19.759
169.115070,2.6602,-2.0792,-0.8887,3.491
169.120618,-2.7865,-3.5929,6.5247,7.953
169.125895,-5.2408,-1.4125,4.3748,6.971
169.149697,-6.0922,1.0500,3.8606,7.288
169.150286,-5.8106,1.8821,5.2046,8.025
169.150618,-5.1301,2.0253,5.2741,7.631
169.150921,-4.4455,2.0135,4.2036,6.441
169.151149,-4.0091,1.8818,2.8972,5.292
169.155979,-2.9997,0.2718,1.3841,3.315
169.161081,-1.1445,-0.9464,-1.2401,1.935
169.165603,1.7820,-2.5070,-3.2555,4.479
169.173649,4.2029,-3.2145,-3.9186,6.584
169.175847,5.9069,-3.0796,-2.8851,7.259
169.181027,7.3200,-2.7420,-1.2200,7.911
169.204060,8.0039,-2.5592,-0.0615,8.403
169.204575,7.7078,-2.3535,1.1105,8.135
169.204796,6.5864,-1.5796,2.1343,7.101
169.205049,5.0405,-0.2055,3.0434,5.892
169.205806,3.5624,0.7611,4.0188,5.424
169.211331,2.5953,1.4919,3.5455,4.640
169.216498,2.1469,2.1744,2.6416,4.039
169.221208,1.5231,2.1885,2.3605,3.561
169.225829,0.3936,1.9134,2.3435,3.051
169.231081,-0.9164,1.4428,1.6072,2.346
169.236729,-1.4373,2.1706,1.6243,3.068
169.241199,-1.9803,4.4322,1.6675,5.133
169.246394,-3.1598,4.7635,1.0722,5.816
169.251963,-3.5220,3.0903,1.1416,4.823
169.256446,-3.2554,2.0640,2.5324,4.612
169.283380,-3.3970,1.6663,3.5439,5.184
169.283885,-3.8151,1.1744,3.2530,5.149
169.284233,-3.9245,0.4120,1.8254,4.348
169.284491,-3.3949,-0.2021,0.2501,3.410
169.284719,-2.3840,-0.5975,-0.8546,2.602
169.286179,-1.4387,-0.9069,-1.4677,2.246
169.291992,-0.8821,-1.1416,-1.9612,2.435
169.296796,-0.6795,-1.2618,-2.2306,2.651
169.301836,-0.7679,-1.2749,-2.3027,2.742
169.307090,-1.0992,-1.2264,-2.1868,2.738
169.311854,-1.5947,-1.1734,-2.0669,2.862
169.316819,-1.8913,-1.1250,-1.9522,2.942
169.321691,-1.7719,-1.2721,-1.8070,2.832
169.327630,-1.3830,-1.2318,-1.5977,2.446
169.331781,-0.8778,-1.1431,-1.3463,1.972
169.337137,-0.5723,-1.1976,-0.9498,1.632
169.341799,-0.3801,-1.2826,-0.6571,1.490
169.347765,-0.1426,-1.3219,-0.4199,1.394
169.352070,0.0352,-1.2823,-0.2785,1.313
169.357243,0.1874,-1.2264,-0.1923,1.255
169.381511,0.2902,-1.1999,-0.1589,1.245
169.382145,0.3129,-1.1840,0.0418,1.225
169.382444,0.2748,-1.1690,0.3143,1.241
169.382755,0.1906,-1.0379,0.5800,1.204
169.383026,0.0672,-0.7476,0.8458,1.131
169.387528,0.0335,-0.3363,1.0566,1.109
169.392514,-0.0356,-0.1599,1.2490,1.260
169.397524,-0.0949,-0.1750,1.1889,1.205
169.402186,-0.0081,-0.0270,1.1156,1.116
169.407271,-0.0316,-0.0008,0.9188,0.919
169.412543,-0.4186,0.0948,0.4763,0.641
169.417306,-0.7284,0.3603,0.1420,0.825
169.422539,-0.9305,0.6139,0.0832,1.118
169.427966,-0.9372,0.7677,0.3780,1.269
169.432455,-0.8324,0.7286,0.6631,1.290
169.437845,-0.6015,0.8434,0.7495,1.279
169.442477,-0.2636,1.2145,0.7444,1.449
169.448104,-0.3209,1.6667,0.6223,1.808
169.453125,-0.3685,2.3074,0.7818,2.464
169.457552,-0.4566,2.9426,0.9649,3.130
169.462837,-0.5177,3.5551,1.1428,3.770
169.468434,-0.8318,3.9534,1.1526,4.201
169.492991,-1.1834,4.2884,1.3901,4.661
169.493585,-1.4196,4.6919,2.2351,5.387
169.493889,-1.7676,5.3026,2.8288,6.265
169.494224,-2.1847,6.0010,2.8656,7.000
169.494486,-2.6235,6.5747,2.8102,7.616
169.497947,-3.0433,7.2606,2.9811,8.418
169.503147,-3.5443,8.1351,3.4003,9.503
169.508778,-4.1022,9.0543,3.8576,10.663
169.513853,-4.7134,10.2974,4.7498,12.281
169.518316,-5.2282,11.5856,5.8844,14.007
169.524194,-5.9890,13.4501,6.4043,16.056
169.529799,-8.1701,19.0789,5.0221,21.354
169.533312,-14.8235,30.0118,0.4998,33.477
169.541603,-24.7613,41.3613,4.2892,48.397
169.543539,-34.5164,45.3234,9.5287,57.761
169.548652,-40.6693,37.3802,7.0443,55.686
169.575128,-43.3780,28.0999,3.1416,51.780
169.575622,-41.9318,24.6367,4.8216,48.872
169.576106,-37.1519,22.2809,3.6181,43.472
169.577176,-31.2532,21.1074,1.3781,37.738
169.577560,-20.4080,19.4772,-1.6881,28.261
169.581147,-9.1117,15.8133,-1.6529,18.325
169.586312,-4.3757,12.4927,-0.2492,13.239
169.589001,-3.6505,8.9307,2.7519,10.033
169.617419,-6.6307,4.7510,3.3900,8.834
169.617867,-11.8834,0.5134,1.3876,11.975
169.618090,-16.3905,-0.4140,0.2806,16.398
169.618483,-18.3234,0.5710,2.5495,18.509
169.618808,-11.4100,7.5780,-0.0512,13.697
169.619042,-0.9684,5.9556,-3.8744,7.171
169.623682,4.0134,-4.2622,-1.0104,5.941
169.628915,7.0273,-6.4066,3.7701,10.229
169.633910,8.8946,-3.7345,4.9916,10.862
169.638984,9.8188,-2.6870,5.5583,11.598
169.643813,9.4008,-2.4288,3.9307,10.475
169.650287,7.6655,-2.4342,1.2316,8.136
169.654397,4.8582,-2.5773,-2.2242,5.932
169.658904,1.0796,-2.3471,-3.8877,4.668
169.664293,-4.3238,-0.9507,-4.3649,6.217
169.669542,-8.9637,0.1101,-3.6427,9.676
169.674995,-10.6686,0.1847,-2.2108,10.897
169.678755,-10.6626,0.2304,-1.2269,10.735
169.704140,-9.6511,-0.1493,-0.6885,9.677
169.704700,-8.3007,-0.8654,-0.0941,8.346
169.705058,-7.1427,-1.8659,0.6188,7.408
169.705354,-6.1528,-2.5939,1.3927,6.821
169.705618,-5.4575,-2.9011,2.0111,6.500
169.709539,-5.1195,-2.9297,2.2534,6.314
169.714179,-4.9708,-2.6552,2.3804,6.118
169.719852,-4.9317,-2.1735,2.5335,5.955
169.724834,-4.8868,-1.6925,2.5173,5.752
169.729627,-4.8189,-1.4532,2.4251,5.587
169.734655,-4.6483,-1.4678,2.2968,5.389
169.739513,-4.3853,-1.6065,2.0849,5.115
169.744773,-4.1299,-1.8025,1.7816,4.846
169.752835,-3.9340,-2.1081,1.4574,4.695
169.754607,-3.7995,-2.2307,1.2648,4.584
169.759341,-3.6830,-2.3325,1.0101,4.475
169.765142,-3.6414,-2.5122,0.6244,4.468
169.769975,-3.6267,-2.6591,0.2595,4.505
169.774483,-3.6913,-2.7516,0.0931,4.605
169.780483,-3.9662,-2.6214,-0.0213,4.754
169.785737,-4.3368,-2.1548,-0.0605,4.843
169.790482,-4.5788,-1.6208,0.0327,4.857
169.819008,-4.6761,-1.1504,0.0782,4.816
169.819588,-4.5703,-0.7880,0.0710,4.638
169.819875,-4.3197,-0.4525,0.1898,4.347
169.820258,-3.9655,-0.0883,0.3216,3.979
169.820494,-3.5847,0.2693,0.2966,3.607
169.820769,-3.1205,0.6207,0.1942,3.188
169.824985,-2.6128,0.9981,-0.1428,2.801
169.830570,-2.0287,1.4940,-0.5304,2.575
169.835220,-1.3917,2.1092,-0.8412,2.663
169.840448,-0.7147,2.9949,-1.2309,3.316
169.845717,-0.0162,4.0533,-1.7690,4.423
169.850437,0.5728,5.2344,-2.1235,5.678
169.856085,1.0446,6.3731,-2.1433,6.805
169.864433,1.5246,7.6043,-1.2720,7.859
169.866048,2.1227,8.9485,-0.7085,9.224
169.870518,2.9190,10.3238,-1.0944,10.784
169.876040,3.9047,11.5909,-2.3973,12.464
169.880736,5.1350,12.4193,-4.0199,14.027
169.887021,6.5707,12.2702,-5.6102,15.007
169.889919,7.8668,11.0604,-7.7159,15.613
169.929934,8.7075,10.2710,-8.5519,15.951
169.930953,9.6681,10.9288,-7.0782,16.218
169.931530,10.7122,11.6337,-6.6621,17.160
169.932100,11.7585,11.1162,-6.5888,17.471
169.932633,13.0560,9.5891,-6.4670,17.442
169.933024,14.6068,7.3512,-6.2546,17.508
169.933351,15.9075,5.2332,-4.7916,17.418
169.933661,17.1010,3.2387,-3.3409,17.723
169.935555,18.2231,1.4057,-1.2909,18.323
169.940937,19.6961,-0.3120,0.3263,19.701
169.946001,22.4431,-2.0794,0.7687,22.552
169.953092,25.0944,-4.7213,-2.8122,25.689
169.956188,26.7287,-7.9104,-7.6640,28.909
169.984323,27.9856,-11.4298,-10.3219,31.943
169.984925,28.6432,-14.4127,-10.8873,33.863
169.985412,27.5408,-16.3308,-11.4098,33.991
169.985703,24.2827,-16.6329,-14.6135,32.861
169.985994,18.1632,-10.4261,-11.6686,23.974
169.986531,12.0541,0.6759,-7.0665,13.989
169.991632,12.5931,3.9597,-12.6850,18.308
169.996596,15.2957,-2.9057,-0.6931,15.585
170.001678,17.6769,-6.2271,3.3860,19.045
170.025555,19.7290,-7.0534,4.5897,21.449
170.026083,11.6229,-0.8103,6.4689,13.326
170.026342,-4.0426,19.1174,7.7373,21.016
170.026579,-15.3324,44.5395,15.3847,49.553
170.027267,-14.6200,28.0215,20.8785,37.880
170.054894,-7.9531,-4.4707,27.1793,28.670
170.056257,-6.5488,-6.3467,35.4295,36.584
170.057033,1.0469,4.2515,19.1092,19.604
170.057268,12.0954,4.1898,-26.7973,29.698
170.057638,20.4160,-5.3383,-27.3280,34.527
170.057969,29.8786,-12.0101,-0.8554,32.213
170.084399,39.7299,-14.7119,8.8095,43.273
170.084919,44.8308,-12.2086,-13.2389,48.313
170.085425,43.6738,-5.7107,-30.9137,53.811
170.085842,36.5022,-1.3912,-19.0359,41.191
170.086345,19.7876,1.0859,-5.8609,20.666
170.114169,4.3257,-1.4937,-0.4851,4.602
170.114924,-3.3715,-2.7178,-0.8428,4.412
170.115452,-7.3724,-1.5170,-2.4827,7.926
170.115683,-8.7096,-1.0590,-1.4172,8.887
170.115893,-8.4076,-1.3234,-0.2314,8.514
170.116266,-6.9825,-0.9215,0.3024,7.049
170.142960,-3.9958,-0.1672,2.8517,4.912
170.143358,-1.3203,1.2731,4.8443,5.180
170.143582,0.8716,1.6896,4.7304,5.098
170.143816,2.3455,1.9200,4.0634,5.069
170.144055,4.0730,0.9455,4.2893,5.990
170.144215,4.4680,-0.4097,3.7676,5.859
170.172069,3.9551,-1.4741,1.9550,4.652
170.172630,3.9930,-1.9292,0.2287,4.440
170.173068,5.1092,-1.9791,-0.0628,5.480
170.173374,6.3286,-1.9130,1.0721,6.698
170.173834,6.3399,-1.8303,1.9260,6.874
170.174097,5.7278,-1.5443,1.8075,6.202
170.177403,4.7844,-0.9639,1.2224,5.031
170.200536,3.7653,-0.0221,0.9797,3.891
170.200990,2.7577,0.7740,0.9949,3.032
170.201238,1.8371,1.3918,1.1145,2.560
170.201432,1.0313,1.6957,1.3124,2.379
170.202597,0.4540,1.6867,1.7521,2.474
170.207687,-0.0244,1.8007,2.0903,2.759
170.212793,-0.5629,1.5192,1.6170,2.289
170.218169,-0.9115,1.3025,1.7811,2.387
170.222955,-1.4008,1.8638,1.9440,3.036
170.247513,-2.2115,2.1457,0.6631,3.152
170.248074,-2.4010,3.3411,0.6687,4.168
170.248503,-3.4774,3.7301,-0.1433,5.102
170.248771,-4.0465,2.0284,0.3137,4.537
170.249020,-3.6765,0.8087,1.6002,4.090
170.253167,-3.3276,0.9375,2.0044,3.996
170.258415,-3.2387,0.8219,1.6680,3.735
170.264136,-3.0294,0.1661,0.8570,3.153
170.268853,-2.8283,-0.2859,-0.4371,2.876
170.273314,-2.6777,-0.3220,-1.3447,3.014
170.278391,-2.4910,-0.3471,-1.5036,2.930
170.283402,-2.2871,-0.6176,-1.4122,2.758
170.288788,-1.9466,-0.9104,-1.1826,2.453
170.294244,-1.4213,-1.1228,-1.0608,2.099
170.298500,-0.8635,-1.2747,-1.0227,1.848
170.304036,-0.3971,-1.3115,-1.0616,1.733
170.308682,-0.2270,-1.4252,-1.1586,1.851
170.313609,-0.1566,-1.5106,-1.1679,1.916
170.318759,-0.2648,-1.4600,-1.2382,1.933
170.323742,-0.3960,-1.3022,-1.3044,1.885
170.348872,-0.5410,-1.1687,-1.3764,1.885
170.349473,-0.6618,-1.0498,-1.2723,1.777
170.349826,-0.6150,-0.9237,-0.9709,1.474
170.350140,-0.5136,-0.9314,-0.7899,1.325
170.350377,-0.2855,-0.9103,-0.5593,1.106
170.354188,-0.0118,-0.8893,-0.3340,0.950
170.358900,0.2288,-0.8305,-0.1597,0.876
170.363864,0.4891,-0.7220,0.4180,0.967
170.369437,0.4702,-0.7386,0.7874,1.178
170.374087,0.3905,-0.7344,0.7286,1.106
170.379464,0.2781,-0.6755,0.4909,0.880
170.384150,0.0993,-0.5929,0.1054,0.610
170.389112,-0.1479,-0.5538,-0.2221,0.615
170.394209,-0.4419,-0.2784,-0.1358,0.540
170.399173,-0.8355,0.1734,0.1326,0.864
170.405253,-1.2843,0.2091,0.2582,1.327
170.409141,-1.3032,0.1719,0.2725,1.342
170.414666,-0.8592,0.1358,0.2042,0.893
170.419222,-0.6773,0.0861,0.3179,0.753
170.424605,-0.6087,0.2837,0.6924,0.965
170.429351,-0.2421,0.4627,1.1553,1.268
170.435038,0.0684,0.5753,1.2260,1.356
170.458172,0.4290,0.9245,1.3948,1.728
170.458640,0.4722,1.6362,1.5799,2.323
170.458905,0.0022,2.8055,1.7424,3.303
170.459123,-0.7369,3.9586,1.7277,4.382
170.459340,-1.3457,4.5983,1.4142,4.995
170.465053,-1.8654,4.8021,1.5248,5.373
170.469609,-2.3445,4.9871,1.6781,5.761
170.475122,-2.8319,5.1062,1.6388,6.065
170.480703,-3.1442,5.1362,2.0855,6.373
170.485354,-3.2440,5.3529,2.6500,6.797
170.489762,-3.2560,5.8255,2.6841,7.193
170.494823,-3.2135,6.2425,2.6496,7.504
170.499845,-3.2737,6.5747,3.0082,7.937
170.505783,-3.4906,7.0560,3.2649,8.522
170.510056,-3.9022,7.6887,3.1574,9.182
170.515514,-4.8778,8.3354,3.0434,10.126
170.522043,-5.7897,9.1798,3.8290,11.509
170.525154,-6.5761,10.3347,4.6762,13.112
170.556608,-7.5585,11.1711,5.1812,14.449
170.557175,-8.2186,12.6642,5.5264,16.077
170.557451,-9.6699,15.7898,3.2459,18.798
170.557667,-14.1672,21.9074,1.1083,26.113
170.557906,-21.8894,28.9408,1.6498,36.324
170.558387,-29.0790,31.8503,5.2022,43.441
170.560246,-33.1896,27.6587,3.8006,43.370
170.565615,-33.7207,21.2296,5.2963,40.197
170.570281,-30.1402,16.8418,4.1175,34.771
170.594680,-25.6473,16.0922,-0.8738,30.290
170.595250,-20.6963,16.2549,-0.0425,26.317
170.595766,-16.0288,13.6719,-0.0296,21.068
170.596225,-9.6890,14.3760,-0.9451,17.362
170.596625,-2.9564,13.6198,-0.4236,13.943
170.624422,-1.8481,13.1918,-0.0897,13.321
170.624853,-4.8791,10.2069,3.6453,11.886
170.625138,-8.7781,8.4106,5.2850,13.256
170.625430,-15.3261,5.2366,4.8143,16.896
170.625838,-19.1079,3.8121,3.5769,19.810
170.626115,-20.1940,5.2369,3.6495,21.179
170.630585,-18.4794,9.3125,3.1972,20.939
170.636309,-9.8565,10.1218,-0.8054,14.151
170.640923,-0.5583,0.2458,0.0078,0.610
170.645760,4.5667,-6.4949,4.2037,8.984
170.675527,5.9282,-4.0347,5.6801,9.148
170.676944,7.4616,-1.6010,7.7553,10.880
170.677582,8.8413,-0.7429,8.3495,12.183
170.677886,9.0860,-0.5873,5.9281,10.865
170.678237,7.3178,-0.7908,0.1280,7.361
170.678513,4.6091,-0.4969,-5.3727,7.096
170.681066,2.5144,0.2342,-9.2564,9.595
170.686161,0.3855,1.2763,-11.5727,11.649
170.691113,-2.7714,2.2490,-12.0862,12.602
170.696684,-7.0311,2.4988,-9.5720,12.137
170.701114,-9.9010,1.8939,-4.8513,11.187
170.706732,-9.6116,0.8983,-1.4502,9.762
170.711585,-8.2035,0.4038,0.3950,8.223
170.716886,-6.9887,-0.1874,1.3155,7.114
170.721777,-5.8066,-0.8453,1.6495,6.095
170.726871,-4.9487,-1.1521,1.3321,5.253
170.731865,-4.3856,-1.4703,0.6801,4.675
170.737258,-4.1236,-1.7340,0.1901,4.477
170.741620,-4.0185,-1.7804,-0.2139,4.400
170.746884,-3.8447,-1.6361,-0.5450,4.214
170.770765,-3.7863,-1.5259,-0.5387,4.118
170.772594,-3.7998,-1.4753,-0.3435,4.091
170.772909,-3.7991,-1.5405,-0.2772,4.109
170.773146,-3.8289,-1.7121,-0.3523,4.209
170.773358,-3.8391,-2.0055,-0.5545,4.367
170.777494,-3.8007,-2.3052,-0.8324,4.522
170.781685,-3.8235,-2.4313,-1.2609,4.703
170.786804,-3.9523,-2.4533,-1.7216,4.960
170.792557,-4.1722,-2.4188,-2.0005,5.221
170.796813,-4.3064,-2.2880,-2.1748,5.339
170.802656,-4.2493,-2.1683,-2.0876,5.207
170.807224,-3.9818,-2.2219,-1.6994,4.866
170.812449,-3.5682,-2.3836,-1.2351,4.465
170.816765,-3.8457,-1.6791,-0.5984,4.239
170.822021,-4.1148,-1.2712,-1.5524,4.578
170.827858,-4.6374,-0.8444,-2.1798,5.193
170.832578,-4.6268,-0.1243,-1.7125,4.935
170.837494,-4.1704,0.1982,-1.3445,4.386
170.842782,-3.8959,0.4184,-1.3591,4.147
170.848321,-3.5925,0.8142,-1.4446,3.957
170.852945,-3.2955,1.2346,-1.7563,3.933
170.857936,-3.0603,1.6410,-2.3389,4.187
170.880797,-2.7165,2.0715,-2.9770,4.531
170.881407,-2.2002,2.4093,-3.5610,4.830
170.881716,-1.5358,2.7911,-3.8953,5.032
170.881992,-0.8911,3.2985,-4.0231,5.278
170.884662,-0.2921,3.9105,-3.9899,5.594
170.886911,0.3469,4.7292,-3.7884,6.069
170.891892,1.0329,5.7408,-3.5921,6.850
170.897662,1.7523,6.8137,-3.6178,7.911
170.903014,2.6085,7.8405,-3.7541,9.076
170.907992,3.6146,8.7371,-4.0498,10.286
170.912740,4.6712,9.5123,-4.3911,11.471
170.918516,5.8571,10.2743,-4.8951,12.800
170.922843,7.1855,10.4334,-5.9578,13.999
170.928831,8.6463,9.9229,-7.2105,15.007
170.933216,10.1244,8.8218,-8.2444,15.757
170.938751,11.5625,7.7860,-8.5085,16.331
170.942754,12.7765,7.5591,-8.0210,16.874
170.948453,13.6898,7.9787,-7.3355,17.461
170.952804,14.0427,8.6726,-5.7260,17.470
170.957726,14.1635,9.6401,-3.6081,17.509
170.963261,15.5698,5.9298,-1.8680,16.765
170.968447,17.4423,2.3865,-0.6184,17.616
170.994509,18.4541,1.7587,-0.7443,18.553
170.994967,20.0275,0.0820,-0.5889,20.036
170.995357,21.9045,-2.7234,-2.5460,22.220
170.995709,23.6974,-5.8909,-5.0253,24.930
170.996133,25.1730,-9.3435,-6.6248,27.656
170.998585,25.9857,-12.4062,-7.5837,29.777
171.003517,25.2144,-15.1515,-12.6149,32.007
